"source";"target";"purpose"
"P95-1026";"6438";"report"
"A97-1050";"6439";"report"
"E95-1032";"6440";"approach"
"E93-1025";"6441";"approach"
"P95-1037";"6442";"use"
"A94-1008";"6443";"report"
"A94-1006";"6444";"use"
"P89-1025";"6445";"approach"
"P89-1025";"6446";"approach"
"W95-0108";"6447";"present"
"P94-1020";"6448";"present"
"W93-0102";"6449";"present"
"P96-1006";"6450";"present"
"P94-1013";"6451";"present"
"W95-0114";"6452";"method"
"W95-0114";"6453";"method"
"P96-1041";"6454";"method"
"P96-1025";"6455";"method"
"W95-0103";"6456";"method"
"P96-1006";"6457";"method"
"J92-4003";"6458";"method"
"P93-1024";"6459";"method"
"J90-2002";"6460";"proposed by"
"W96-0102";"6461";"report"
"P98-2185";"6462";"approach"
"W98-1117";"6463";"report"
"E93-1023";"6464";"report"
"P98-1069";"6465";"use"
"P98-2229";"6466";"present"
"P98-2237";"6467";"present"
"P98-2229";"6468";"present"
"P98-2237";"6469";"present"
"W97-0119";"6470";"report"
"P95-1050";"6471";"present"
"P95-1050";"6472";"present"
"P95-1050";"6473";"proposed by"
"P93-1034";"6474";"proposed by"
"P93-1034";"6475";"proposed by"
"P93-1034";"6476";"proposed by"
"P93-1005";"6477";"approach"
"J93-1002";"6478";"approach"
"P98-1035";"6479";"approach"
"W97-0301";"6480";"approach"
"J03-4003";"6481";"approach"
"J93-2006";"6482";"present"
"J93-2005";"6483";"proposed by"
"P93-1024";"6484";"use"
"P98-2182";"6485";"report"
"W97-0313";"6486";"use"
"E97-1051";"6487";"present"
"J97-4005";"6488";"present"
"P88-1029";"6489";"use"
"J86-1001";"6490";"proposed by"
"E89-1032";"6491";"report"
"J83-3003";"6492";"present"
"N09-2004";"6493";"present"
"W11-2136";"6494";"use"
"W11-2136";"6495";"use"
"W10-2417";"6496";"use"
"D08-1030";"6497";"use"
"W10-2906";"6498";"use"
"P08-1001";"6499";"use"
"W07-0803";"6500";"report"
"W03-0429";"6501";"use"
"W03-0429";"6502";"use"
"N07-1023";"6503";"approach"
"P11-1052";"6504";"use"
"P12-1095";"6505";"present"
"J92-4003";"6506";"proposed by"
"P12-2076";"6507";"present"
"P04-1035";"6508";"introduce"
"D11-1129";"6509";"proposed by"
"D12-1110";"6510";"proposed by"
"P98-1116";"6511";"use"
"W05-0618";"6512";"present"
"P93-1003";"6513";"approach"
"W04-3248";"6514";"approach"
"P93-1003";"6515";"approach"
"D10-1042";"6516";"approach"
"P98-2220";"6517";"approach"
"P09-1044";"6518";"method"
"W02-1001";"6519";"method"
"P11-1139";"6520";"present"
"P07-1106";"6521";"present"
"W09-1801";"6522";"proposed by"
"D12-1022";"6523";"report"
"W11-2906";"6524";"use"
"D07-1017";"6525";"method"
"D09-1067";"6526";"report"
"P10-1002";"6527";"method"
"P10-1002";"6528";"proposed by"
"P10-1002";"6529";"method"
"P04-1061";"6530";"method"
"P08-1068";"6531";"method"
"D09-1086";"6532";"present"
"P10-1002";"6533";"method"
"P10-1002";"6534";"method"
"P11-2036";"6535";"use"
"P12-2022";"6536";"use"
"W05-0210";"6537";"use"
"P99-1008";"6538";"present"
"W09-4405";"6539";"proposed by"
"W06-2609";"6540";"approach"
"P10-1134";"6541";"proposed by"
"P08-1019";"6542";"present"
"P06-1055";"6543";"use"
"D12-1110";"6544";"present"
"P11-1038";"6545";"use"
"W09-4405";"6546";"proposed by"
"P10-1150";"6547";"approach"
"D10-1026";"6548";"method"
"D10-1026";"6549";"method"
"W05-0821";"6550";"method"
"J96-1002";"6551";"use"
"P10-1033";"6552";"present"
"D12-1032";"6553";"method"
"W08-2227";"6554";"present"
"P06-1067";"6555";"present"
"J96-1002";"6556";"method"
"N10-1129";"6557";"present"
"P09-2061";"6558";"present"
"J07-2003";"6559";"method"
"N04-1035";"6560";"method"
"P06-1077";"6561";"method"
"P10-1110";"6562";"use"
"D10-1125";"6563";"use"
"D11-1022";"6564";"proposed by"
"W13-0211";"6565";"present"
"S10-1008";"6566";"present"
"P91-1003";"6567";"approach"
"W05-1203";"6568";"proposed by"
"P06-1014";"6569";"present"
"W09-3204";"6570";"use"
"P08-1028";"6571";"present"
"P08-1028";"6572";"proposed by"
"P93-1003";"6573";"use"
"W04-3103";"6574";"method"
"P08-1033";"6575";"use"
"W04-3103";"6576";"method"
"P07-1125";"6577";"method"
"D08-1059";"6578";"proposed by"
"N03-1017";"6579";"approach"
"E12-1068";"6580";"use"
"J93-1003";"6581";"use"
"P08-2015";"6582";"present"
"D09-1040";"6583";"approach"
"D07-1115";"6584";"present"
"D09-1063";"6585";"use"
"D12-1123";"6586";"proposed by"
"P05-1074";"6587";"use"
"P09-1094";"6588";"present"
"P09-1059";"6589";"present"
"P06-1043";"6590";"method"
"P06-1043";"6591";"method"
"P09-1006";"6592";"present"
"P94-1034";"6593";"present"
"D10-1012";"6594";"approach"
"P06-1055";"6595";"use"
"D10-1018";"6596";"use"
"P11-1043";"6597";"proposed by"
"D11-1001";"6598";"proposed by"
"D12-1110";"6599";"proposed by"
"W10-0204";"6600";"use"
"D12-1102";"6601";"introduce"
"D12-1102";"6602";"introduce"
"J11-1002";"6603";"present"
"P08-1066";"6604";"proposed by"
"N10-1137";"6605";"method"
"D12-1001";"6606";"method"
"D11-1006";"6607";"method"
"P11-2120";"6608";"method"
"N10-1137";"6609";"method"
"P11-1112";"6610";"method"
"P10-1041";"6611";"present"
"P10-1018";"6612";"approach"
"D12-1035";"6613";"report"
"D10-1047";"6614";"use"
"W09-1802";"6615";"introduce"
"W09-1802";"6616";"use"
"W04-3252";"6617";"approach"
"N09-1064";"6618";"present"
"W04-3250";"6619";"approach"
"P11-2087";"6620";"approach"
"P11-2117";"6621";"approach"
"N10-1056";"6622";"approach"
"J08-1001";"6623";"proposed by"
"P11-2022";"6624";"proposed by"
"W99-0611";"6625";"present"
"N03-1017";"6626";"use"
"D11-1082";"6627";"proposed by"
"D10-1052";"6628";"present"
"D11-1018";"6629";"present"
"D12-1077";"6630";"present"
"D11-1045";"6631";"present"
"P02-1033";"6632";"approach"
"W04-0834";"6633";"approach"
"P96-1006";"6634";"approach"
"W11-1205";"6635";"proposed by"
"W12-3129";"6636";"present"
"D12-1046";"6637";"present"
"D12-1087";"6638";"use"
"D09-1060";"6639";"report"
"P12-1023";"6640";"report"
"D09-1060";"6641";"report"
"P12-1023";"6642";"report"
"P05-1033";"6643";"approach"
"P11-1086";"6644";"present"
"P05-1033";"6645";"approach"
"P06-1121";"6646";"approach"
"P06-1077";"6647";"approach"
"D08-1089";"6648";"present"
"P11-1064";"6649";"proposed by"
"P11-2104";"6650";"present"
"P00-1062";"6651";"use"
"P03-1069";"6652";"present"
"N10-1145";"6653";"present"
"W97-1306";"6654";"proposed by"
"P07-1035";"6655";"proposed by"
"P07-1035";"6656";"method"
"W04-3250";"6657";"method"
"N03-1017";"6658";"approach"
"W10-1733";"6659";"proposed by"
"W10-1733";"6660";"proposed by"
"N04-1038";"6661";"use"
"N12-1086";"6662";"proposed by"
"N07-2028";"6663";"proposed by"
"P07-2055";"6664";"approach"
"W04-3236";"6665";"approach"
"D10-1017";"6666";"present"
"P08-1102";"6667";"approach"
"P07-2055";"6668";"approach"
"P11-1139";"6669";"approach"
"P09-1058";"6670";"approach"
"W04-3236";"6671";"approach"
"P08-1101";"6672";"approach"
"D10-1082";"6673";"approach"
"P08-1090";"6674";"present"
"N07-1042";"6675";"present"
"N04-1019";"6676";"method"
"P12-1043";"6677";"method"
"P10-1034";"6678";"use"
"D11-1090";"6679";"use"
"D09-1158";"6680";"use"
"P11-1052";"6681";"proposed by"
"P11-1052";"6682";"report"
"N09-1003";"6683";"use"
"N09-1003";"6684";"report"
"P94-1019";"6685";"use"
"P12-1110";"6686";"present"
"D12-1046";"6687";"present"
"J97-3002";"6688";"proposed by"
"P06-1077";"6689";"use"
"P06-1077";"6690";"use"
"P06-2005";"6691";"present"
"P00-1037";"6692";"introduce"
"P11-1061";"6693";"use"
"W11-2210";"6694";"present"
"D12-1039";"6695";"introduce"
"W12-4104";"6696";"introduce"
"D10-1044";"6697";"approach"
"D09-1074";"6698";"approach"
"E12-1055";"6699";"approach"
"P10-2041";"6700";"proposed by"
"W05-0618";"6701";"present"
"D12-1133";"6702";"introduce"
"D10-1004";"6703";"use"
"W06-2932";"6704";"use"
"P08-1108";"6705";"use"
"J92-4003";"6706";"approach"
"E99-1010";"6707";"proposed by"
"J92-4003";"6708";"approach"
"P07-1019";"6709";"method"
"W12-1642";"6710";"proposed by"
"W93-0303";"6711";"approach"
"P12-1017";"6712";"use"
"P12-1017";"6713";"report"
"D11-1125";"6714";"method"
"P96-1041";"6715";"approach"
"P11-2036";"6716";"approach"
"P12-2022";"6717";"approach"
"W09-1604";"6718";"method"
"P12-1015";"6719";"proposed by"
"N10-1013";"6720";"use"
"P11-1052";"6721";"method"
"P11-1052";"6722";"method"
"P11-1096";"6723";"introduce"
"J07-2003";"6724";"present"
"J07-2003";"6725";"present"
"P08-2010";"6726";"present"
"P02-1038";"6727";"present"
"N07-1054";"6728";"report"
"P10-1004";"6729";"present"
"D09-1152";"6730";"use"
"P11-1149";"6731";"present"
"J13-2005";"6732";"present"
"D09-1001";"6733";"present"
"P11-1145";"6734";"present"
"W10-2903";"6735";"use"
"J13-2005";"6736";"use"
"P06-1009";"6737";"proposed by"
"N10-1145";"6738";"use"
"D08-1084";"6739";"use"
"D11-1089";"6740";"approach"
"P99-1036";"6741";"present"
"A00-1031";"6742";"proposed by"
"W96-0213";"6743";"use"
"E09-1004";"6744";"introduce"
"W12-3716";"6745";"present"
"J10-4006";"6746";"introduce"
"D07-1101";"6747";"proposed by"
"P09-2013";"6748";"report"
"P05-2024";"6749";"present"
"J03-1002";"6750";"use"
"S10-1094";"6751";"use"
"P04-1036";"6752";"present"
"S10-1089";"6753";"use"
"W11-2501";"6754";"introduce"
"W04-3250";"6755";"proposed by"
"P11-1087";"6756";"method"
"E03-1009";"6757";"method"
"W06-1633";"6758";"method"
"W11-1701";"6759";"present"
"P12-1034";"6760";"present"
"P12-1034";"6761";"present"
"P12-1034";"6762";"present"
"P12-1034";"6763";"present"
"N09-1054";"6764";"present"
"P07-1059";"6765";"present"
"P11-1066";"6766";"present"
"P04-1015";"6767";"present"
"D09-1016";"6768";"present"
"P11-1113";"6769";"approach"
"P08-1030";"6770";"approach"
"P10-1081";"6771";"approach"
"P10-1114";"6772";"use"
"P03-1056";"6773";"present"
"W11-1701";"6774";"proposed by"
"D11-1129";"6775";"use"
"D07-1054";"6776";"present"
"W09-0210";"6777";"approach"
"N04-1015";"6778";"proposed by"
"N13-1104";"6779";"present"
"P11-1098";"6780";"present"
"P06-2027";"6781";"present"
"P08-1088";"6782";"method"
"W05-0802";"6783";"approach"
"D10-1025";"6784";"approach"
"P08-1088";"6785";"method"
"W04-3250";"6786";"approach"
"P10-1133";"6787";"present"
"P10-1122";"6788";"report"
"W03-1210";"6789";"approach"
"D10-1039";"6790";"present"
"P02-1047";"6791";"present"
"W06-1317";"6792";"present"
"D10-1115";"6793";"proposed by"
"W10-2805";"6794";"proposed by"
"P12-3019";"6795";"present"
"W01-0703";"6796";"present"
"D08-1007";"6797";"present"
"P94-1038";"6798";"introduce"
"P94-1038";"6799";"present"
"J03-3005";"6800";"use"
"J98-2002";"6801";"present"
"P99-1014";"6802";"present"
"D08-1007";"6803";"method"
"P94-1038";"6804";"method"
"J03-3005";"6805";"method"
"N10-1134";"6806";"proposed by"
"P11-1052";"6807";"use"
"N04-1019";"6808";"method"
"J93-2003";"6809";"proposed by"
"J93-2003";"6810";"introduce"
"J00-3004";"6811";"use"
"A00-2004";"6812";"use"
"P94-1002";"6813";"use"
"P94-1050";"6814";"use"
"J98-4004";"6815";"report"
"W05-0821";"6816";"use"
"W00-1301";"6817";"method"
"W99-0613";"6818";"present"
"P98-1116";"6819";"present"
"A97-1029";"6820";"use"
"J05-1003";"6821";"use"
"J05-1003";"6822";"proposed by"
"A00-1017";"6823";"introduce"
"W94-0319";"6824";"present"
"A00-1025";"6825";"present"
"P00-1062";"6826";"proposed by"
"P00-1062";"6827";"use"
"A94-1027";"6828";"proposed by"
"P13-2109";"6829";"use"
"P08-1098";"6830";"introduce"
"W02-1010";"6831";"method"
"P06-1104";"6832";"method"
"P10-1001";"6833";"present"
"P08-1068";"6834";"proposed by"
"P11-2033";"6835";"present"
"J11-2001";"6836";"present"
"W13-4905";"6837";"present"
"W04-1013";"6838";"method"
"W04-3252";"6839";"method"
"P13-1004";"6840";"use"
"W12-2025";"6841";"method"
"D13-1074";"6842";"present"
"P13-1143";"6843";"present"
"J93-2003";"6844";"proposed by"
"W04-3250";"6845";"method"
"P13-1017";"6846";"proposed by"
"J93-2003";"6847";"proposed by"
"D12-1055";"6848";"report"
"W12-3702";"6849";"report"
"N09-2031";"6850";"present"
"N09-2031";"6851";"present"
"P13-1126";"6852";"present"
"P05-1044";"6853";"method"
"P12-1079";"6854";"proposed by"
"P07-1005";"6855";"approach"
"P09-1056";"6856";"use"
"P13-2084";"6857";"use"
"N06-1014";"6858";"present"
"P05-1044";"6859";"introduce"
"N13-1018";"6860";"proposed by"
"P99-1047";"6861";"proposed by"
"J04-1002";"6862";"use"
"P10-1030";"6863";"present"
"D12-1042";"6864";"present"
"P12-1076";"6865";"present"
"E09-1066";"6866";"present"
"N06-1037";"6867";"use"
"P05-1052";"6868";"use"
"D10-1049";"6869";"present"
"P11-3016";"6870";"use"
"N12-1047";"6871";"use"
"D08-1024";"6872";"use"
"P09-1058";"6873";"method"
"W04-3236";"6874";"method"
"D13-1195";"6875";"present"
"D13-1195";"6876";"present"
"W10-0201";"6877";"report"
"S12-1033";"6878";"report"
"W13-4414";"6879";"method"
"P11-2085";"6880";"proposed by"
"P08-1068";"6881";"present"
"P13-1006";"6882";"present"
"N13-1090";"6883";"approach"
"P03-1009";"6884";"approach"
"P03-1009";"6885";"report"
"D09-1138";"6886";"present"
"W09-0210";"6887";"present"
"P03-1009";"6888";"approach"
"J04-1003";"6889";"approach"
"J04-1003";"6890";"present"
"J04-1003";"6891";"present"
"D13-1122";"6892";"present"
"D13-1122";"6893";"proposed by"
"S12-1012";"6894";"present"
"D07-1017";"6895";"method"
"W09-0215";"6896";"method"
"P05-1014";"6897";"method"
"P07-1058";"6898";"method"
"W12-0216";"6899";"present"
"P07-3005";"6900";"introduce"
"W06-1615";"6901";"present"
"P11-1007";"6902";"present"
"P11-1007";"6903";"present"
"P13-2087";"6904";"use"
"J11-2001";"6905";"approach"
"P02-1053";"6906";"approach"
"P12-2069";"6907";"present"
"W13-3508";"6908";"present"
"P10-1044";"6909";"approach"
"P09-1039";"6910";"approach"
"P09-1039";"6911";"approach"
"W95-0103";"6912";"introduce"
"P11-1069";"6913";"use"
"W07-0602";"6914";"report"
"W13-0906";"6915";"present"
"W07-0104";"6916";"approach"
"W13-0907";"6917";"approach"
"N13-1118";"6918";"approach"
"J13-2003";"6919";"approach"
"W03-1805";"6920";"present"
"W02-1001";"6921";"proposed by"
"J11-1001";"6922";"present"
"Q13-1013";"6923";"proposed by"
"W11-0122";"6924";"method"
"P13-1132";"6925";"proposed by"
"W11-0122";"6926";"method"
"W11-0122";"6927";"approach"
"P13-1158";"6928";"present"
"E14-1049";"6929";"present"
"W10-2805";"6930";"proposed by"
"D13-1176";"6931";"use"
"W10-2805";"6932";"proposed by"
"E12-1014";"6933";"method"
"P99-1067";"6934";"method"
"W10-2805";"6935";"proposed by"
"J12-2002";"6936";"present"
"N10-1127";"6937";"present"
"P11-1062";"6938";"use"
"P06-2075";"6939";"present"
"J08-1001";"6940";"proposed by"
"D13-1027";"6941";"present"
"J01-4004";"6942";"proposed by"
"N10-1020";"6943";"present"
"D13-1106";"6944";"present"
"W04-3250";"6945";"proposed by"
"D13-1054";"6946";"present"
"P13-1078";"6947";"present"
"P13-1078";"6948";"present"
"D11-1033";"6949";"method"
"P10-2041";"6950";"method"
"W10-4305";"6951";"present"
"W10-4305";"6952";"proposed by"
"D09-1101";"6953";"present"
"E14-1049";"6954";"use"
"D11-1063";"6955";"present"
"P11-1016";"6956";"use"
"N10-1120";"6957";"method"
"W02-1011";"6958";"method"
"S13-1005";"6959";"use"
"D12-1110";"6960";"approach"
"D11-1027";"6961";"method"
"W13-3513";"6962";"report"
"P11-1053";"6963";"method"
"D13-1106";"6964";"present"
"D13-1176";"6965";"introduce"
"D13-1054";"6966";"present"
"W04-3227";"6967";"present"
"W08-0336";"6968";"use"
"P13-1008";"6969";"use"
"P13-1008";"6970";"use"
"P08-1101";"6971";"use"
"D12-1083";"6972";"present"
"P09-1031";"6973";"use"
"E09-1022";"6974";"present"
"J95-3003";"6975";"present"
"P12-1110";"6976";"proposed by"
"P12-1110";"6977";"present"
"E09-1100";"6978";"proposed by"
"E09-1100";"6979";"proposed by"
"P13-1043";"6980";"method"
"E12-1014";"6981";"present"
"D08-1090";"6982";"use"
"D12-1025";"6983";"approach"
"P11-1002";"6984";"approach"
"S12-1040";"6985";"present"
"P13-1158";"6986";"present"
"E12-1019";"6987";"use"
"D13-1161";"6988";"use"
"W12-3016";"6989";"method"
"P96-1041";"6990";"introduce"
"P10-1040";"6991";"use"
"N12-1092";"6992";"report"
"D13-1054";"6993";"present"
"P13-1045";"6994";"method"
"W12-3152";"6995";"use"
"N13-1048";"6996";"report"
"N13-1048";"6997";"proposed by"
"D13-1176";"6998";"proposed by"
"W11-2124";"6999";"use"
"N09-1004";"7000";"present"
"A00-2009";"7001";"present"
"W10-1760";"7002";"use"
"W04-1118";"7003";"present"
"P11-1061";"7004";"approach"
"D10-1017";"7005";"approach"
"P13-1076";"7006";"approach"
"P08-1099";"7007";"present"
"P08-1099";"7008";"present"
"P09-1113";"7009";"proposed by"
"D12-1042";"7010";"present"
"P05-1053";"7011";"method"
"P11-1055";"7012";"method"
"P09-1113";"7013";"method"
"N13-1008";"7014";"method"
"D12-1042";"7015";"method"
"D08-1012";"7016";"approach"
"P08-1025";"7017";"approach"
"D11-1005";"7018";"present"
"D11-1005";"7019";"proposed by"
"P09-1042";"7020";"present"
"D11-1006";"7021";"present"
"D11-1006";"7022";"proposed by"
"D07-1070";"7023";"proposed by"
"W04-3238";"7024";"approach"
"P00-1037";"7025";"approach"
"P13-1062";"7026";"present"
"D11-1014";"7027";"introduce"
"N10-1120";"7028";"approach"
"P07-1005";"7029";"use"
"P12-1079";"7030";"present"
"P13-1006";"7031";"use"
"D11-1038";"7032";"method"
"D11-1038";"7033";"approach"
"D08-1113";"7034";"present"
"D13-1146";"7035";"use"
"D13-1146";"7036";"use"
"N13-1136";"7037";"present"
"D12-1065";"7038";"present"
"P11-1052";"7039";"present"
"J05-3002";"7040";"present"
"D12-1062";"7041";"present"
"W08-0336";"7042";"proposed by"
"P07-1106";"7043";"report"
"N09-1007";"7044";"approach"
"W06-0121";"7045";"approach"
"D13-1170";"7046";"use"
"N12-1049";"7047";"proposed by"
"P11-1154";"7048";"present"
"W11-0419";"7049";"use"
"W06-2501";"7050";"use"
"D11-1014";"7051";"use"
"W11-0112";"7052";"introduce"
"Q13-1015";"7053";"use"
"P13-1048";"7054";"approach"
"E12-1079";"7055";"proposed by"
"P09-1113";"7056";"proposed by"
"P05-1052";"7057";"method"
"D11-1142";"7058";"method"
"P13-1008";"7059";"use"
"P13-1008";"7060";"use"
"E14-1078";"7061";"use"
"N03-1017";"7062";"approach"
"W05-0821";"7063";"approach"
"A00-2030";"7064";"method"
"P04-3022";"7065";"method"
"P05-1052";"7066";"method"
"P13-1021";"7067";"present"
"W06-1615";"7068";"proposed by"
"P11-1014";"7069";"proposed by"
"P12-2071";"7070";"present"
"P11-1013";"7071";"present"
"P98-2127";"7072";"proposed by"
"D09-1159";"7073";"present"
"W05-0904";"7074";"proposed by"
"P08-1088";"7075";"present"
"W11-0329";"7076";"present"
"D13-1141";"7077";"approach"
"P13-1155";"7078";"present"
"D13-1007";"7079";"present"
"D13-1057";"7080";"use"
"D09-1101";"7081";"present"
"P13-2066";"7082";"present"
"W11-2022";"7083";"approach"
"J98-1001";"7084";"present"
"D13-1106";"7085";"use"
"S12-1035";"7086";"present"
"W00-0405";"7087";"present"
"W06-0901";"7088";"present"
"D12-1008";"7089";"present"
"P13-1008";"7090";"present"
"P09-1027";"7091";"present"
"N10-1120";"7092";"use"
"D11-1015";"7093";"use"
"W06-1642";"7094";"use"
"D11-1015";"7095";"use"
"W06-1642";"7096";"use"
"D11-1015";"7097";"use"
"P11-2065";"7098";"use"
"P13-1172";"7099";"proposed by"
"D09-1159";"7100";"method"
"D09-1159";"7101";"method"
"P06-1001";"7102";"use"
"P06-1001";"7103";"use"
"P08-1109";"7104";"use"
"N13-1073";"7105";"present"
"P13-1013";"7106";"present"
"P13-1043";"7107";"present"
"P13-2005";"7108";"present"
"D12-1050";"7109";"use"
"P12-1092";"7110";"use"
"P99-1004";"7111";"present"
"P98-2127";"7112";"use"
"P06-1055";"7113";"approach"
"N07-1051";"7114";"approach"
"D08-1091";"7115";"approach"
"P06-1055";"7116";"approach"
"P85-1018";"7117";"present"
"P99-1018";"7118";"present"
"P99-1018";"7119";"present"
"P98-2152";"7120";"present"
"J95-4004";"7121";"approach"
"J96-1003";"7122";"method"
"P87-1022";"7123";"present"
"P87-1022";"7124";"present"
"P95-1026";"7125";"present"
"P85-1015";"7126";"approach"
"P98-1034";"7127";"use"
"W99-0621";"7128";"use"
"P98-1034";"7129";"use"
"W95-0107";"7130";"use"
"P94-1038";"7131";"method"
"J95-4004";"7132";"method"
"W96-0102";"7133";"method"
"W94-0111";"7134";"present"
"W96-0213";"7135";"method"
"W05-0821";"7136";"approach"
"A00-2031";"7137";"present"
"A00-2031";"7138";"present"
"A00-2018";"7139";"present"
"W03-1005";"7140";"use"
"P03-2006";"7141";"use"
"P03-2006";"7142";"use"
"P02-1018";"7143";"use"
"P03-2006";"7144";"use"
"P02-1018";"7145";"use"
"J01-4004";"7146";"use"
"W98-1115";"7147";"introduce"
"P98-1035";"7148";"report"
"J03-4003";"7149";"present"
"P02-1025";"7150";"report"
"W95-0115";"7151";"use"
"N03-2021";"7152";"use"
"P02-1040";"7153";"proposed by"
"J01-4004";"7154";"use"
"P01-1019";"7155";"use"
"P01-1019";"7156";"use"
"A00-2030";"7157";"present"
"P02-1036";"7158";"method"
"P02-1035";"7159";"use"
"P02-1036";"7160";"method"
"W99-0619";"7161";"report"
"W04-0107";"7162";"use"
"J90-1003";"7163";"present"
"W02-0817";"7164";"present"
"P02-1033";"7165";"present"
"P02-1062";"7166";"approach"
"P01-1052";"7167";"use"
"P03-1028";"7168";"report"
"P03-1054";"7169";"approach"
"J97-3002";"7170";"use"
"P05-1063";"7171";"use"
"J93-1002";"7172";"proposed by"
"W98-1505";"7173";"use"
"J00-2004";"7174";"present"
"J96-1001";"7175";"present"
"P98-1102";"7176";"approach"
"P98-1102";"7177";"approach"
"A97-1052";"7178";"proposed by"
"W03-2606";"7179";"use"
"W03-2606";"7180";"report"
"P03-2012";"7181";"use"
"J00-4003";"7182";"proposed by"
"P02-1018";"7183";"proposed by"
"P02-1018";"7184";"present"
"P02-1018";"7185";"report"
"P02-1025";"7186";"use"
"P02-1025";"7187";"use"
"J95-4004";"7188";"method"
"W02-2103";"7189";"use"
"W02-2103";"7190";"use"
"W97-0209";"7191";"approach"
"P95-1026";"7192";"approach"
"P87-1022";"7193";"use"
"P03-1069";"7194";"proposed by"
"P02-1016";"7195";"method"
"P00-1016";"7196";"method"
"A00-1014";"7197";"proposed by"
"N03-1021";"7198";"proposed by"
"P02-1053";"7199";"approach"
"N03-1020";"7200";"proposed by"
"N03-1020";"7201";"proposed by"
"N03-1020";"7202";"proposed by"
"P02-1040";"7203";"proposed by"
"P98-1004";"7204";"use"
"P98-1074";"7205";"proposed by"
"P00-1037";"7206";"introduce"
"P00-1037";"7207";"present"
"P00-1056";"7208";"use"
"P01-1067";"7209";"introduce"
"J01-4004";"7210";"use"
"W01-0502";"7211";"present"
"P00-1046";"7212";"present"
"P01-1005";"7213";"report"
"J00-1004";"7214";"proposed by"
"J01-4004";"7215";"present"
"P01-1005";"7216";"approach"
"W00-1306";"7217";"approach"
"P00-1016";"7218";"approach"
"P00-1058";"7219";"use"
"P95-1026";"7220";"present"
"E97-1023";"7221";"use"
"P05-1033";"7222";"introduce"
"W02-2018";"7223";"report"
"P06-1059";"7224";"report"
"P07-1096";"7225";"report"
"W00-0403";"7226";"use"
"W08-0329";"7227";"introduce"
"P08-1066";"7228";"proposed by"
"P06-1066";"7229";"proposed by"
"P04-1054";"7230";"present"
"P04-1054";"7231";"present"
"W02-1010";"7232";"present"
"P04-1054";"7233";"present"
"W02-1010";"7234";"present"
"P08-1113";"7235";"present"
"P08-1113";"7236";"proposed by"
"J05-4003";"7237";"present"
"P06-1062";"7238";"report"
"P08-1113";"7239";"present"
"W08-0321";"7240";"use"
"W03-0413";"7241";"use"
"J03-1002";"7242";"approach"
"P01-1067";"7243";"approach"
"P05-1067";"7244";"approach"
"P03-2041";"7245";"approach"
"P03-1011";"7246";"approach"
"P05-1034";"7247";"approach"
"P01-1067";"7248";"approach"
"N03-1017";"7249";"approach"
"W02-1018";"7250";"approach"
"J04-4002";"7251";"approach"
"W06-3123";"7252";"present"
"D08-1023";"7253";"use"
"P06-1098";"7254";"present"
"W05-0909";"7255";"use"
"P08-1007";"7256";"use"
"W05-0909";"7257";"use"
"P08-1007";"7258";"use"
"P07-1094";"7259";"report"
"J94-2001";"7260";"approach"
"P05-1044";"7261";"report"
"P08-1085";"7262";"approach"
"P08-1029";"7263";"use"
"W06-1615";"7264";"present"
"D08-1072";"7265";"present"
"D08-1011";"7266";"present"
"P05-3026";"7267";"present"
"P08-2021";"7268";"use"
"E06-1005";"7269";"use"
"N07-1029";"7270";"method"
"P07-1040";"7271";"method"
"E91-1041";"7272";"use"
"P08-1090";"7273";"proposed by"
"P95-1034";"7274";"use"
"P06-1015";"7275";"use"
"P02-1006";"7276";"use"
"P08-1028";"7277";"present"
"D08-1106";"7278";"use"
"P06-2075";"7279";"use"
"P99-1052";"7280";"present"
"W03-1011";"7281";"present"
"W03-1011";"7282";"present"
"P99-1008";"7283";"use"
"N03-1011";"7284";"proposed by"
"W02-1111";"7285";"approach"
"W97-0313";"7286";"use"
"P98-2182";"7287";"use"
"W06-1603";"7288";"use"
"W06-3104";"7289";"use"
"W05-1205";"7290";"use"
"P04-1024";"7291";"use"
"J07-3004";"7292";"use"
"E06-1032";"7293";"present"
"P05-1022";"7294";"report"
"P08-1034";"7295";"present"
"P06-1048";"7296";"approach"
"E06-1038";"7297";"approach"
"P08-1054";"7298";"present"
"W03-1728";"7299";"method"
"W99-0613";"7300";"proposed by"
"J96-2001";"7301";"present"
"J95-4004";"7302";"present"
"J02-3001";"7303";"approach"
"N07-2021";"7304";"approach"
"W04-3213";"7305";"present"
"W04-3213";"7306";"present"
"D07-1017";"7307";"present"
"P01-1008";"7308";"approach"
"P02-1006";"7309";"approach"
"N03-2029";"7310";"approach"
"W04-3206";"7311";"approach"
"P07-1030";"7312";"present"
"P08-1027";"7313";"present"
"P06-1040";"7314";"present"
"N06-1003";"7315";"proposed by"
"J07-2003";"7316";"method"
"P08-1023";"7317";"proposed by"
"P08-1064";"7318";"present"
"P09-1041";"7319";"use"
"J94-4001";"7320";"use"
"D07-1064";"7321";"present"
"P07-1038";"7322";"present"
"W08-0331";"7323";"present"
"P02-1040";"7324";"proposed by"
"P07-1092";"7325";"approach"
"N07-1061";"7326";"approach"
"P07-1108";"7327";"approach"
"P06-2079";"7328";"present"
"N04-1022";"7329";"proposed by"
"W06-3110";"7330";"use"
"S07-1100";"7331";"report"
"S07-1044";"7332";"report"
"P08-1067";"7333";"present"
